#name,distance,star_mag,planet_type,discovery_yr,mass_ME,radius_RE,orbital_radius_AU,orbital_period_yr,eccentricity,detection_method
GJ 3634 b,66.0,11.938,Neptune-like,2010,8.4,2.8336,0.0287,0.007118412,0.08,Radial Velocity
GJ 367 b,31.0,10.153,Terrestrial,2021,0.55,0.718,0.0071,0.000821355,,Transit
GJ 3779 b,45.0,13.04,Neptune-like,2018,8.0,2.744,0.026,0.008213553,0.07,Radial Velocity
GJ 3929 b,52.0,12.675,Super Earth,2022,1.75,1.09,0.0252,0.007118412,,Transit
GJ 3929 c,52.0,12.675,Neptune-like,2022,5.71,2.2512,0.081,0.04106776,,Radial Velocity
GJ 393 b,23.0,9.65,Super Earth,2021,1.71,1.17,0.05402,0.019164955,,Radial Velocity
GJ 3942 b,55.0,10.166,Neptune-like,2017,7.14,2.5648,0.0608,0.01889117,0.12,Radial Velocity
GJ 3998 b,59.0,10.844,Super Earth,2016,2.47,1.38,0.029,0.007118412,,Radial Velocity
GJ 3998 c,59.0,10.844,Neptune-like,2016,6.26,2.3744,0.089,0.037508555,0.05,Radial Velocity
GJ 411 b,19.0,7.49,Super Earth,2019,2.69,1.45,0.07879,0.035318274,0.06,Radial Velocity
GJ 414 A b,39.0,8.31,Neptune-like,2021,7.6,2.632,0.2324,0.13908282,0.45,Radial Velocity
GJ 414 A c,39.0,8.31,Gas Giant,2021,53.86,8.3888,1.4,2.1,0.11,Radial Velocity
GJ 422 b,41.0,11.66,Neptune-like,2014,11.07,3.3264,0.111,0.0550308,0.11,Radial Velocity
GJ 4276 b,70.0,12.903,Neptune-like,2019,16.57,4.2224,0.082,0.0366872,0.37,Radial Velocity
GJ 433 b,30.0,9.81,Neptune-like,2011,6.04,2.3296,0.062,0.020260096,0.04,Radial Velocity
GJ 433 c,30.0,9.81,Neptune-like,2014,32.42,6.272,4.819,14.0,0.12,Radial Velocity
GJ 433 d,30.0,9.81,Neptune-like,2020,5.22,2.14,0.178,0.09883641,0.07,Radial Velocity
GJ 436 b,32.0,10.67,Neptune-like,2004,22.1,4.1664,0.0291,0.007118412,0.14,Radial Velocity
GJ 480 b,46.0,11.49,Neptune-like,2020,13.2,3.696,0.068,0.026283368,0.1,Radial Velocity
GJ 486 b,26.0,11.39,Super Earth,2021,2.82,1.305,0.01734,0.004106776,0.05,Radial Velocity
GJ 504 b,57.0,5.18799,Gas Giant,2013,1272.0,12.992,43.5,259.9,,Direct Imaging
GJ 514 b,25.0,9.05,Neptune-like,2022,5.2,2.13,0.422,0.38439423,0.45,Radial Velocity
GJ 536 b,34.0,9.71,Neptune-like,2016,5.36,2.17,0.06661,0.023819301,0.08,Radial Velocity
GJ 581 b,21.0,10.57,Neptune-like,2005,15.8,4.0992,0.04061,0.014784395,,Radial Velocity
GJ 581 c,21.0,10.57,Neptune-like,2007,5.5,2.21,0.0721,0.035318274,,Radial Velocity
GJ 581 e,21.0,10.57,Super Earth,2009,1.7,1.17,0.02815,0.008487337,,Radial Velocity
GJ 625 b,21.0,10.066,Super Earth,2017,2.82,1.49,0.078361,0.039972622,0.13,Radial Velocity
GJ 649 b,34.0,9.7,Gas Giant,2009,104.3,12.432,1.135,1.6,0.3,Radial Velocity
GJ 667 C b,24.0,10.602,Neptune-like,2011,5.6,2.23,0.0505,0.019712524,0.13,Radial Velocity
GJ 667 C c,24.0,10.602,Super Earth,2011,3.8,1.77,0.125,0.07693361,0.02,Radial Velocity
GJ 667 C e,24.0,10.602,Super Earth,2013,2.7,1.45,0.213,0.17029431,0.02,Radial Velocity
GJ 667 C f,24.0,10.602,Super Earth,2013,2.7,1.45,0.156,0.10677618,0.03,Radial Velocity
GJ 667 C g,24.0,10.602,Super Earth,2013,4.6,1.99,0.549,0.7014374,0.08,Radial Velocity
GJ 674 b,15.0,9.38,Neptune-like,2007,11.09,3.3264,0.039,0.012867898,0.2,Radial Velocity
GJ 676 A b,52.0,9.58,Gas Giant,2010,1838.0,12.768,1.734535,2.9,0.32,Radial Velocity
GJ 676 A c,52.0,9.58,Gas Giant,2016,4273.32,12.32,9.67808,38.1,0.3,Radial Velocity
GJ 676 A d,52.0,9.58,Super Earth,2012,3.8,1.77,0.039322,0.009856262,0.19,Radial Velocity
GJ 676 A e,52.0,9.58,Neptune-like,2012,6.69,2.4752,0.180707,0.0971937,0.15,Radial Velocity
GJ 680 b,32.0,10.129,Gas Giant,2022,7769.14,11.984,10.121898,47.3,0.38,Radial Velocity
GJ 682 b,16.0,10.94,Super Earth,2014,4.4,1.93,0.08,0.04791239,0.08,Radial Velocity
GJ 682 c,16.0,10.94,Neptune-like,2014,8.7,2.8896,0.176,0.15687884,0.1,Radial Velocity
GJ 685 b,47.0,9.98,Neptune-like,2019,9.0,2.9456,0.1344,0.066255994,,Radial Velocity
GJ 687 b,15.0,9.15,Neptune-like,2014,17.2,4.312,0.163,0.104312114,0.17,Radial Velocity
GJ 687 c,15.0,9.15,Neptune-like,2020,16.0,4.1328,1.165,2.0,0.4,Radial Velocity
GJ 720 A b,51.0,9.84,Neptune-like,2021,13.64,3.7632,0.119,0.05338809,0.12,Radial Velocity
GJ 740 b,36.0,9.22,Super Earth,2021,2.96,1.53,0.029,0.006570842,0.24,Radial Velocity
GJ 832 b,16.0,8.66,Gas Giant,2008,216.24,14.0,3.56,10.0,0.08,Radial Velocity
GJ 849 b,29.0,10.41,Gas Giant,2006,286.2,13.888,2.409,5.2,0.04,Radial Velocity
GJ 849 c,29.0,10.41,Gas Giant,2014,223.24,14.0,4.974,19.4,0.1,Radial Velocity
GJ 86 b,35.0,6.12,Gas Giant,1999,1405.56,12.88,0.11,0.04325804,0.04,Radial Velocity
GJ 876 b,15.0,10.16,Gas Giant,1998,723.64,13.328,0.208317,0.16728269,0.03,Radial Velocity
GJ 876 c,15.0,10.16,Gas Giant,2000,227.12,14.0,0.12959,0.08240931,0.26,Radial Velocity
GJ 876 d,15.0,10.16,Neptune-like,2005,6.83,2.5088,0.020807,0.005201916,0.21,Radial Velocity
GJ 876 e,15.0,10.16,Neptune-like,2010,14.6,3.92,0.3343,0.34031487,0.06,Radial Velocity
GJ 887 b,11.0,7.56,Super Earth,2020,4.2,1.88,0.068,0.025462013,,Radial Velocity
GJ 887 c,11.0,7.56,Neptune-like,2020,7.6,2.6656,0.12,0.059685145,,Radial Velocity
GJ 896 A b,20.0,10.05,Gas Giant,2022,718.68,13.328,0.63965,0.77864474,0.35,Astrometry
GJ 9066 c,15.0,12.71,Gas Giant,2020,66.78,9.5872,0.88,2.1,0.46,Radial Velocity
GJ 9689 b,100.0,11.297,Neptune-like,2020,9.65,3.0688,0.1139,0.050102666,0.29,Radial Velocity
GJ 96 b,39.0,9.4,Neptune-like,2018,19.66,4.6704,0.291,0.20232718,0.44,Radial Velocity
GJ 9714 b,67.0,9.37,Gas Giant,2022,3052.89,12.432,12.341073,52.7,0.16,Radial Velocity
GJ 9827 b,97.0,10.37,Super Earth,2017,4.91,1.577,0.0188,0.003285421,,Transit
GJ 9827 c,97.0,10.37,Super Earth,2017,0.84,1.241,0.03925,0.009856262,,Transit
GJ 9827 d,97.0,10.37,Neptune-like,2017,4.04,2.022,0.05591,0.016974675,,Transit
Gl 378 b,49.0,10.03,Neptune-like,2019,13.02,3.6624,0.039435,0.010403832,0.11,Radial Velocity
Gl 49 b,32.0,9.56,Neptune-like,2019,5.63,2.24,0.0905,0.038056124,0.36,Radial Velocity
Gl 686 b,27.0,9.62,Neptune-like,2018,6.62,2.464,0.091,0.042436685,0.05,Radial Velocity
GPX-1 b,2137.0,12.316,Gas Giant,2021,6264.6,16.464,0.0338,0.004654347,,Transit
GQ Lupi b,493.0,11.593,Gas Giant,2004,6360.0,33.6,100.0,1195.9,,Direct Imaging
GSC 06214-00210 b,354.0,12.416,Gas Giant,2010,5088.0,20.16,320.0,6037.4,,Direct Imaging
GU Piscium b,155.0,14.146,Gas Giant,2014,3593.4,14.168,2000.0,155788.8,,Direct Imaging
HAT-P-11 b,123.0,9.46,Neptune-like,2008,26.7,4.3568,0.05254,0.013415469,0.22,Transit
HAT-P-11 c,123.0,9.46,Gas Giant,2018,731.4,13.328,4.13,9.3,0.6,Radial Velocity
HAT-P-12 b,466.0,12.665,Gas Giant,2009,67.1,10.7408,0.0384,0.008761123,,Transit
HAT-P-13 b,805.0,10.421,Gas Giant,2009,270.62,14.2464,0.04383,0.007939767,0.01,Transit
HAT-P-13 c,805.0,10.421,Gas Giant,2009,4541.04,12.32,1.258,1.2219027,0.66,Radial Velocity
HAT-P-14 b,726.0,9.988,Gas Giant,2010,1093.92,15.904,0.0596,0.012594113,0.11,Transit
HAT-P-15 b,628.0,12.41,Gas Giant,2010,616.92,11.872,0.0965,0.029842572,0.19,Transit
HAT-P-16 b,739.0,10.911,Gas Giant,2010,1333.37,14.4368,0.0413,0.007665982,0.04,Transit
HAT-P-17 b,301.0,10.375,Gas Giant,2010,184.44,11.76,0.0882,0.028199865,0.35,Transit
HAT-P-17 c,301.0,10.375,Gas Giant,2010,1081.2,13.104,5.6,15.3,0.39,Radial Velocity
HAT-P-18 b,526.0,12.597,Gas Giant,2010,62.65,11.144,0.0559,0.015058179,0.08,Transit
HAT-P-19 b,659.0,12.826,Gas Giant,2010,92.86,12.6784,0.0466,0.010951404,0.07,Transit
HAT-P-1 b,519.0,9.827,Gas Giant,2006,166.95,14.7728,0.05561,0.012320329,,Transit
HAT-P-20 b,232.0,11.231,Gas Giant,2010,2304.23,9.7104,0.0361,0.007939767,0.02,Transit
HAT-P-21 b,904.0,11.459,Gas Giant,2010,1548.66,12.432,0.0494,0.011225188,0.23,Transit
HAT-P-22 b,267.0,9.763,Gas Giant,2010,785.46,12.88,0.0414,0.008761123,0.02,Transit
HAT-P-23 b,1190.0,11.937,Gas Giant,2010,426.12,12.208,0.0232,0.003285421,0.11,Transit
HAT-P-24 b,1355.0,11.762,Gas Giant,2010,238.5,14.56,0.04651,0.009308693,0.07,Transit
HAT-P-25 b,980.0,13.146,Gas Giant,2010,180.94,12.712,0.0466,0.010130048,0.02,Transit
HAT-P-26 b,463.0,11.757,Neptune-like,2010,22.25,7.056,0.0479,0.011498973,0.12,Transit
HAT-P-27 b,650.0,12.052,Gas Giant,2011,197.16,11.424,0.04,0.008213553,,Transit
HAT-P-28 b,1309.0,13.098,Gas Giant,2011,199.07,13.5744,0.0434,0.009034907,0.05,Transit
HAT-P-29 b,1023.0,11.825,Gas Giant,2011,279.84,13.104,0.0667,0.015605749,0.09,Transit
HAT-P-2 b,417.0,8.72,Gas Giant,2007,2766.6,10.6512,0.06814,0.015331964,0.52,Transit
HAT-P-30 b,698.0,10.352,Gas Giant,2011,263.94,16.128,0.0419,0.007665982,0.04,Transit
HAT-P-31 b,1122.0,11.667,Gas Giant,2011,721.86,12.208,0.061,0.013689254,0.25,Transit
HAT-P-32 b,943.0,11.439,Gas Giant,2011,216.24,22.176,0.03397,0.006023272,0.16,Transit
HAT-P-33 b,1292.0,11.032,Gas Giant,2011,292.56,20.72,0.04995,0.009582478,,Transit
HAT-P-34 b,813.0,10.403,Gas Giant,2011,1058.94,13.4064,0.06774,0.015058179,0.43,Transit
HAT-P-35 b,1654.0,12.389,Gas Giant,2011,335.81,14.9184,0.04978,0.009856262,0.02,Transit
HAT-P-36 b,960.0,12.146,Gas Giant,2011,587.73,14.3024,0.0241,0.003559206,0.06,Transit
HAT-P-37 b,1274.0,13.427,Gas Giant,2011,371.74,13.1936,0.0379,0.007665982,0.06,Transit
HAT-P-38 b,832.0,12.525,Gas Giant,2012,84.91,9.24,0.0523,0.012594113,0.07,Transit
HAT-P-39 b,2274.0,12.282,Gas Giant,2012,190.48,17.5952,0.0509,0.009582478,,Transit
HAT-P-3 b,439.0,11.856,Gas Giant,2007,206.7,10.528,0.03866,0.007939767,,Transit
HAT-P-40 b,1515.0,11.34,Gas Giant,2012,152.64,17.024,0.0608,0.012320329,,Transit
HAT-P-41 b,1136.0,11.365,Gas Giant,2012,378.42,22.96,0.04258,0.007392197,,Transit
HAT-P-42 b,1322.0,12.125,Gas Giant,2012,331.99,14.336,0.0575,0.012594113,,Transit
HAT-P-43 b,1725.0,13.279,Gas Giant,2012,210.52,13.6192,0.0444,0.009034907,0.21,Transit
HAT-P-44 b,1135.0,13.225,Gas Giant,2014,111.94,13.9104,0.0507,0.011772759,0.04,Transit
HAT-P-44 c,1135.0,13.225,Gas Giant,2014,1272.0,12.992,1.752,2.4,0.49,Radial Velocity
HAT-P-45 b,974.0,12.783,Gas Giant,2014,283.66,15.9712,0.0452,0.008487337,0.05,Transit
HAT-P-46 b,948.0,11.997,Gas Giant,2014,156.77,14.3808,0.0577,0.012320329,0.12,Transit
HAT-P-49 b,1143.0,10.205,Gas Giant,2014,699.6,17.808,0.04378,0.007392197,,Transit
HAT-P-4 b,1045.0,11.118,Gas Giant,2007,213.38,14.2688,0.04438,0.008487337,,Transit
HAT-P-50 b,1681.0,11.703,Gas Giant,2015,429.3,14.4256,0.0453,0.008487337,0.115,Transit
HAT-P-51 b,1436.0,13.51,Gas Giant,2015,98.26,14.4816,0.05069,0.011498973,0.123,Transit
HAT-P-52 b,1178.0,14.107,Gas Giant,2015,260.12,11.3008,0.03694,0.007665982,0.047,Transit
HAT-P-53 b,2175.0,13.78,Gas Giant,2015,471.91,14.7616,0.03159,0.005475702,0.134,Transit
HAT-P-54 b,469.0,13.398,Gas Giant,2015,241.68,10.5728,0.04117,0.010403832,0.074,Transit
HAT-P-55 b,1668.0,13.197,Gas Giant,2015,185.08,13.2384,0.04604,0.009856262,0.139,Transit
HAT-P-56 b,1046.0,10.92,Gas Giant,2015,734.58,16.912,0.0423,0.007665982,0.29,Transit
HAT-P-57 b,913.0,10.639,Gas Giant,2015,448.38,19.488,0.0406,0.006844627,,Transit
HAT-P-58 b,1682.0,12.925,Gas Giant,2021,118.3,14.9184,0.04994,0.010951404,0.073,Transit
HAT-P-59 b,866.0,11.64,Gas Giant,2021,489.72,12.5776,0.05064,0.011225188,0.03,Transit
HAT-P-5 b,989.0,11.954,Gas Giant,2007,311.64,13.552,0.04073,0.007665982,,Transit
HAT-P-60 b,761.0,9.727,Gas Giant,2021,182.53,18.2672,0.06277,0.013141684,0.25,Transit
HAT-P-61 b,1105.0,13.096,Gas Giant,2021,336.13,10.0688,0.0301,0.005201916,0.113,Transit
HAT-P-62 b,1138.0,12.539,Gas Giant,2021,242.0,12.0176,0.03772,0.007118412,0.101,Transit
HAT-P-63 b,14624.0,20.1544,Gas Giant,2021,195.25,12.5328,0.04294,0.009308693,0.069,Transit
HAT-P-64 b,2126.0,12.855,Gas Giant,2021,184.44,19.0736,0.05387,0.010951404,0.101,Transit
HAT-P-65 b,2409.0,13.121,Gas Giant,2016,167.59,21.168,0.03951,0.007118412,0.304,Transit
HAT-P-66 b,3051.0,13.014,Gas Giant,2016,248.99,17.808,0.04363,0.008213553,0.09,Transit
HAT-P-67 b,1212.0,10.106,Gas Giant,2017,108.12,23.352,0.06505,0.013141684,,Transit
HAT-P-68 b,659.0,13.802,Gas Giant,2020,230.23,12.0064,0.02996,0.006297057,0.041,Transit
HAT-P-69 b,1113.0,9.774,Gas Giant,2019,1138.44,18.7712,0.06555,0.013141684,,Transit
HAT-P-6 b,898.0,10.469,Gas Giant,2007,419.76,16.576,0.05239,0.010677618,,Transit
HAT-P-70 b,1079.0,9.47,Gas Giant,2019,2156.04,20.944,0.04739,0.007392197,,Transit
HAT-P-7 b,1113.0,10.481,Gas Giant,2008,585.12,16.912,0.03676,0.006023272,,Transit
HAT-P-8 b,690.0,10.358,Gas Giant,2008,407.04,15.68,0.04496,0.008487337,,Transit
HAT-P-9 b,1485.0,12.344,Gas Giant,2008,238.18,15.6016,0.05287,0.010677618,0.08,Transit
HATS-10 b,1745.0,13.202,Gas Giant,2015,167.27,10.8528,0.04491,0.009034907,0.501,Transit
HATS-11 b,3081.0,14.06,Gas Giant,2016,263.94,18.0208,0.0507,0.009856262,0.34,Transit
HATS-12 b,2434.0,12.831,Gas Giant,2016,760.02,7.7504,0.0441,0.008487337,0.085,Transit
HATS-13 b,1376.0,13.911,Gas Giant,2015,172.67,13.5744,0.04057,0.008213553,0.181,Transit
HATS-14 b,1673.0,14.052,Gas Giant,2015,340.58,11.6368,0.03815,0.007665982,0.142,Transit
HATS-15 b,3717.0,14.909,Gas Giant,2016,690.06,12.376,0.02712,0.004654347,0.126,Transit
HATS-16 b,2469.0,13.957,Gas Giant,2016,1039.86,14.56,0.03744,0.007392197,,Transit
HATS-17 b,1306.0,12.402,Gas Giant,2016,425.48,8.7024,0.1308,0.044626966,0.03,Transit
HATS-18 b,2037.0,14.188,Gas Giant,2016,629.48,14.8848,0.0174,0.002190281,0.17,Transit
HATS-1 b,926.0,12.155,Gas Giant,2012,589.89,14.5824,0.0444,0.009308693,0.12,Transit
HATS-22 b,749.0,13.397,Gas Giant,2017,871.32,10.6736,0.05025,0.012867898,0.08,Transit
HATS-23 b,2084.0,13.84,Gas Giant,2017,467.46,20.832,0.03397,0.006023272,0.114,Transit
HATS-24 b,1612.0,12.915,Gas Giant,2017,718.68,15.624,0.0238,0.003559206,,Transit
HATS-25 b,1537.0,13.172,Gas Giant,2016,194.93,14.112,0.05163,0.011772759,0.176,Transit
HATS-26 b,2811.0,13.006,Gas Giant,2016,206.7,19.6,0.04735,0.009034907,0.245,Transit
HATS-27 b,2665.0,12.782,Gas Giant,2016,168.54,16.8,0.0611,0.012594113,0.581,Transit
HATS-28 b,1746.0,13.981,Gas Giant,2016,213.7,13.3728,0.04131,0.008761123,0.202,Transit
HATS-29 b,1154.0,12.62,Gas Giant,2016,207.65,14.0112,0.05475,0.012594113,0.158,Transit
HATS-2 b,1115.0,13.565,Gas Giant,2013,427.71,13.0816,0.023,0.003832991,,Transit
HATS-30 b,1116.0,12.283,Gas Giant,2016,224.51,13.16,0.04354,0.008761123,0.096,Transit
HATS-31 b,2525.0,13.315,Gas Giant,2016,279.84,18.368,0.0478,0.009308693,0.233,Transit
HATS-32 b,2431.0,14.386,Gas Giant,2016,292.56,13.9888,0.04024,0.007665982,0.471,Transit
HATS-33 b,810.0,11.91,Gas Giant,2016,379.06,13.776,0.03727,0.006844627,0.08,Transit
HATS-34 b,1660.0,13.857,Gas Giant,2016,299.24,16.016,0.03166,0.005749486,0.108,Transit
HATS-35 b,1678.0,12.609,Gas Giant,2016,388.6,16.3968,0.03199,0.004928131,0.306,Transit
HATS-36 b,2794.0,14.364,Gas Giant,2018,1022.69,12.9136,0.0523,0.011498973,0.11,Transit
HATS-37 A b,691.0,12.341,Neptune-like,2020,31.47,6.7872,0.04913,0.011772759,,Transit
HATS-38 b,1121.0,11.967,Neptune-like,2020,23.52,6.8768,0.05036,0.012046544,,Transit
HATS-39 b,2866.0,12.745,Gas Giant,2018,200.34,17.584,0.06007,0.012594113,0.275,Transit
HATS-3 b,1341.0,12.433,Gas Giant,2013,340.58,15.4672,0.0485,0.009582478,,Transit
HATS-40 b,4379.0,13.478,Gas Giant,2018,505.62,17.696,0.04997,0.009034907,0.312,Transit
HATS-41 b,2406.0,12.678,Gas Giant,2018,3084.6,14.896,0.0583,0.011498973,0.38,Transit
HATS-42 b,2611.0,13.682,Gas Giant,2018,597.84,15.68,0.03689,0.006297057,0.229,Transit
HATS-43 b,1182.0,13.562,Gas Giant,2018,83.0,13.216,0.04944,0.012046544,0.17,Transit
HATS-44 b,1455.0,14.397,Gas Giant,2018,178.08,11.9504,0.03649,0.007392197,0.279,Transit
HATS-45 b,2519.0,13.325,Gas Giant,2018,222.6,14.4032,0.05511,0.011498973,0.24,Transit
HATS-46 b,1480.0,13.783,Gas Giant,2018,55.01,10.1136,0.05367,0.012867898,0.559,Transit
HATS-47 b,981.0,14.602,Gas Giant,2020,117.34,12.5104,0.04269,0.010677618,0.088,Transit
HATS-48 A b,860.0,14.226,Gas Giant,2020,77.27,8.96,0.03769,0.008487337,0.162,Transit
HATS-49 b,1058.0,14.988,Gas Giant,2020,112.25,8.568,0.04515,0.011225188,0.071,Transit
HATS-4 b,1358.0,13.516,Gas Giant,2014,420.71,11.424,0.0362,0.006844627,0.01,Transit
HATS-50 b,2468.0,14.045,Gas Giant,2017,124.02,12.656,0.05046,0.010403832,0.516,Transit
HATS-51 b,1271.0,12.525,Gas Giant,2017,244.22,15.792,0.04639,0.009034907,0.33,Transit
HATS-52 b,1811.0,13.844,Gas Giant,2017,712.32,15.4784,0.02498,0.003832991,0.246,Transit
HATS-53 b,1911.0,13.944,Gas Giant,2017,189.21,15.008,0.04753,0.010677618,0.33,Transit
HATS-54 b,2442.0,13.937,Gas Giant,2019,239.45,11.368,0.037,0.006844627,,Transit
HATS-55 b,1989.0,13.525,Gas Giant,2019,292.88,14.0112,0.05412,0.011498973,0.092,Transit
HATS-56 b,1841.0,11.477,Gas Giant,2019,191.44,18.9056,0.06043,0.011772759,0.019,Transit
HATS-57 b,912.0,12.333,Gas Giant,2019,1000.75,12.7568,0.03493,0.006570842,0.028,Transit
HATS-58 A b,1317.0,11.572,Gas Giant,2019,327.54,12.264,0.05798,0.011498973,0.168,Transit
HATS-59 b,2097.0,14.033,Gas Giant,2018,256.31,12.6112,0.06112,0.014784395,0.13,Transit
HATS-59 c,2097.0,14.033,Gas Giant,2018,4038.6,12.32,2.504,3.9,0.083,Radial Velocity
HATS-5 b,804.0,12.598,Gas Giant,2014,75.37,10.2144,0.0542,0.013141684,0.02,Transit
HATS-60 b,1587.0,12.662,Gas Giant,2018,210.52,12.9136,0.04708,0.009856262,0.19,Transit
HATS-61 b,2217.0,13.352,Gas Giant,2018,1081.2,13.384,0.07908,0.021355236,0.09,Transit
HATS-62 b,1706.0,14.171,Gas Giant,2018,56.92,11.816,0.04163,0.009034907,0.3,Transit
HATS-63 b,2033.0,13.992,Gas Giant,2018,305.28,13.5184,0.04026,0.008487337,0.14,Transit
HATS-64 b,3523.0,13.045,Gas Giant,2018,305.28,18.8048,0.06562,0.013415469,0.15,Transit
HATS-65 b,1609.0,12.679,Gas Giant,2018,261.08,16.8112,0.04497,0.008487337,0.06,Transit
HATS-66 b,4821.0,14.283,Gas Giant,2018,1694.94,15.8032,0.04714,0.008487337,0.06,Transit
HATS-67 b,3132.0,13.698,Gas Giant,2018,461.1,18.872,0.03032,0.004380561,0.06,Transit
HATS-68 b,1970.0,12.312,Gas Giant,2018,410.22,13.7984,0.05071,0.009856262,0.04,Transit
HATS-69 b,1352.0,14.074,Gas Giant,2018,183.49,10.584,0.03211,0.006023272,0.52,Transit
HATS-6 b,552.0,15.044,Gas Giant,2015,101.44,11.1776,0.03623,0.009034907,,Transit
HATS-70 b,4759.0,12.227,Gas Giant,2019,4102.2,15.5008,0.03632,0.005201916,0.18,Transit
HATS-71 b,457.0,16.437,Gas Giant,2020,117.66,11.4688,0.03745,0.010403832,,Transit
HATS-72 b,416.0,12.324,Gas Giant,2020,39.86,8.0864,0.066517,0.019986311,0.013,Transit
HATS-74 A b,977.0,17.26,Gas Giant,2021,464.28,11.5584,0.02384,0.004654347,0.044,Transit
HATS-75 b,636.0,15.689,Gas Giant,2021,156.14,9.9008,0.032742,0.007665982,0.064,Transit
HATS-76 b,1258.0,16.68,Gas Giant,2021,836.02,12.0848,0.02658,0.005201916,0.062,Transit
HATS-77 b,1423.0,16.195,Gas Giant,2021,436.93,13.048,0.03607,0.008487337,0.045,Transit
HATS-7 b,785.0,13.347,Gas Giant,2015,38.14,6.3056,0.04012,0.008761123,0.17,Transit
HATS-8 b,2592.0,14.512,Gas Giant,2015,43.88,9.7776,0.04667,0.009856262,0.376,Transit
HATS-9 b,2083.0,13.256,Gas Giant,2015,266.17,13.8432,0.0312,0.005201916,0.075,Transit
HD 100546 b,358.0,6.69,Gas Giant,2014,239136.0,77.28,53.0,249.2,,Direct Imaging
HD 100655 b,447.0,6.4421,Gas Giant,2011,511.98,13.552,0.68,0.4314853,0.09,Radial Velocity
HD 100777 b,162.0,8.42,Gas Giant,2007,327.54,13.776,1.03,1.0505134,0.36,Radial Velocity
HD 10180 c,127.0,7.33,Neptune-like,2010,13.1,3.6736,0.06412,0.015879534,0.07,Radial Velocity
HD 10180 d,127.0,7.33,Neptune-like,2010,11.75,3.4496,0.12859,0.044900753,0.13,Radial Velocity
HD 10180 e,127.0,7.33,Neptune-like,2010,25.1,5.3872,0.2699,0.13607119,0.05,Radial Velocity
HD 10180 f,127.0,7.33,Neptune-like,2010,23.9,5.2416,0.4929,0.33593428,0.12,Radial Velocity
HD 10180 g,127.0,7.33,Neptune-like,2010,21.4,4.9056,1.427,1.7,0.26,Radial Velocity
HD 10180 h,127.0,7.33,Gas Giant,2010,64.55,9.3856,3.381,6.0,0.1,Radial Velocity
HD 101930 b,98.0,8.21,Gas Giant,2005,79.5,10.6288,0.3,0.19301848,0.11,Radial Velocity
HD 102117 b,129.0,7.47,Gas Giant,2005,54.06,8.4672,0.15,0.056947295,0.12,Radial Velocity
HD 102195 b,96.0,8.07,Gas Giant,2006,130.38,14.224,0.05,0.011225188,,Radial Velocity
HD 102272 b,1132.0,8.69,Gas Giant,2008,1570.92,12.88,0.51,0.34934977,0.05,Radial Velocity
HD 102329 b,708.0,7.88,Gas Giant,2011,2594.88,12.544,1.81,2.1,0.21,Radial Velocity
HD 102329 c,708.0,7.88,Gas Giant,2018,483.36,13.552,,3.1,0.21,Radial Velocity
HD 102365 b,30.0,4.89,Neptune-like,2010,16.0,4.1328,0.46,0.33429158,0.34,Radial Velocity
HD 102843 b,205.0,9.26,Gas Giant,2019,113.96,13.104,4.074,8.5,0.11,Radial Velocity
HD 102956 b,398.0,7.86,Gas Giant,2010,305.28,13.776,0.0807,0.01779603,0.04,Radial Velocity
HD 103197 b,186.0,9.4,Neptune-like,2009,28.6,5.824,0.25,0.13086927,,Radial Velocity
HD 103720 b,149.0,9.5,Gas Giant,2014,197.16,14.112,0.0498,0.012594113,0.09,Radial Velocity
HD 103774 b,184.0,7.13463,Gas Giant,2013,116.71,13.328,0.07,0.01615332,0.09,Radial Velocity
HD 103891 b,181.0,6.59451,Gas Giant,2022,457.92,13.552,3.27,5.3,0.31,Radial Velocity
HD 103949 b,86.0,8.7,Neptune-like,2019,11.2,3.3488,0.439,0.33100617,0.19,Radial Velocity
HD 104067 b,66.0,7.92,Gas Giant,2009,50.88,8.1648,0.26,0.15277207,,Radial Velocity
HD 10442 b,442.0,7.828,Gas Giant,2014,472.87,13.552,2.01,2.8,0.13,Radial Velocity
HD 104985 b,328.0,5.79389,Gas Giant,2003,2639.4,12.544,0.95,0.5462012,0.09,Radial Velocity
HD 105618 b,229.0,8.63,Neptune-like,2022,25.14,5.3984,0.09124,0.027378507,0.45,Radial Velocity
HD 105618 c,229.0,8.63,Gas Giant,2022,8554.89,11.984,35.74703,211.3,0.13,Radial Velocity
HD 105779 b,180.0,8.65,Gas Giant,2022,203.52,14.112,3.38,6.6,,Radial Velocity
HD 106252 b,125.0,7.41,Gas Giant,2002,3180.0,12.432,2.61,4.2,0.48,Radial Velocity
HD 106270 b,306.0,7.58,Gas Giant,2011,3221.34,12.432,3.34,5.2,0.19,Radial Velocity
HD 106315 b,357.0,8.951,Super Earth,2017,12.6,2.4416,0.0907,0.026283368,0.09,Transit
HD 106315 c,357.0,8.951,Neptune-like,2017,15.2,4.3456,0.1536,0.057768654,0.22,Transit
HD 10647 b,57.0,5.52,Gas Giant,2006,298.92,13.776,2.015,2.7,0.15,Radial Velocity
HD 106515 A b,111.0,7.971,Gas Giant,2012,3520.86,12.432,4.496414,9.8,0.56,Radial Velocity
HD 106906 b,336.0,7.8,Gas Giant,2013,3498.0,12.432,650.0,13538.6,,Direct Imaging
